AccountNumber,Amount,Time,Location,DeviceType,TransactionType,PreviousTransactions,AccountAge,TransactionFrequency,Fraud
933548610,1842.03,48.142984622492264,Online,Desktop,Desposit,6,273,90,1.0
194893805,333.76,43.626922529712054,ATM,Tablet,Deposit,2,518,23,0.0
502460662,921.63,49.99291405423354,Online,Mobile,Transfer,6,742,17,0.0
577955512,386.82,67.54933071647241,ATM,Tablet,Deposit,4,1438,31,0.0
386509241,265.11,46.64862218828548,ATM,Desktop,Purchase,2,3109,34,0.0
960679374,311.2,54.55887772081608,Online,Desktop,Purchase,4,497,29,0.0
926703278,954.39,54.235990655934614,Branch,Desktop,Transfer,3,3140,27,0.0
389751772,709.79,61.966314866456514,Branch,Mobile,Deposit,5,880,19,0.0
030636825,129.18,32.930104852521616,Branch,Tablet,Transfer,4,419,67,1.0
876698536,80.48,50.436024463724536,Branch,Mobile,Deposit,2,2945,14,0.0
236174065,907.29,54.27194361871685,ATM,Tablet,Transfer,7,898,13,0.0
118404703,792.82,58.26047171441506,Online,Tablet,Deposit,4,1207,30,0.0
035613034,218.56,42.4171793111241,ATM,Tablet,Deposit,5,1887,24,0.0
657168648,65.74,60.005823180429786,ATM,Tablet,Withdrawal,2,2991,43,0.0
348699588,692.57,56.12468794013602,Online,Tablet,Deposit,4,2141,38,0.0
978442893,330.14,37.58239424518376,Online,Desktop,Transfer,8,3604,28,0.0
186529059,415.32,58.87655425873836,ATM,Mobile,Withdrawal,8,2057,9,0.0
715641945,177.25,49.7347874075094,Branch,Mobile,Withdrawal,5,3408,27,0.0
333155913,110.46,43.54035820875465,ATM,Tablet,Deposit,6,1659,22,0.0
499967220,619.07,57.396531517246714,Online,Desktop,Purchase,7,3206,16,0.0
722017168,763.9,64.10932379746271,Branch,Mobile,Transfer,4,584,9,0.0
127843918,379.52,63.88337778208448,ATM,Desktop,Deposit,7,3036,24,0.0
869144894,544.59,35.51408585366456,Branch,Tablet,Purchase,4,1739,40,0.0
534961313,936.85,36.87780806568594,Online,Desktop,Transfer,4,1789,33,0.0
866591759,214.36,56.98828420202535,Branch,Desktop,Transfer,2,2344,46,0.0
047478303,642.73,49.4759554942253,ATM,Tablet,Deposit,4,3372,28,0.0
723983714,496.91,80.98550051276534,Online,Mobile,Purchase,9,638,71,1.0
966282794,770.59,54.996851103029336,Online,Mobile,Transfer,10,2532,14,0.0
249703375,247.17,53.01791899819466,Branch,Tablet,Transfer,5,373,47,0.0
990164564,254.63,56.25508016831036,Branch,Tablet,Purchase,4,631,22,0.0
057813163,307.87,21.277377867183507,ATM,Mobile,Transfer,1,2985,16,0.0
989423469,710.99,42.43204911430539,Online,Tablet,Purchase,4,2550,30,0.0
337150273,126.57,58.90383163519786,ATM,Mobile,Deposit,8,1886,45,0.0
043865375,497.36,48.03533416571903,Branch,Desktop,Deposit,3,138,30,0.0
969168540,767.16,53.09998983165555,ATM,Tablet,Withdrawal,8,2222,2,0.0
374952793,48.04,35.33214809384323,ATM,Mobile,Deposit,5,792,12,0.0
405997926,1860.16,87.80057973912847,ATM,Tablet,Desposit,4,556,69,1.0
486486994,572.27,40.824971789857365,Online,Tablet,Withdrawal,7,1404,17,0.0
234654204,306.02,103.98274243001865,ATM,Tablet,Desposit,2,169,11,1.0
493207474,90.94,59.37570137626558,ATM,Mobile,Purchase,5,2735,8,0.0
188886783,1511.18,43.001222343693996,Online,Mobile,Desposit,3,531,97,1.0
701157714,727.1,65.16394055253573,Online,Desktop,Purchase,3,3291,43,0.0
200729752,951.89,50.852094496339014,ATM,Tablet,Purchase,3,1331,19,0.0
067602662,627.91,55.345056484805504,ATM,Desktop,Transfer,5,1498,25,0.0
624084218,945.28,43.94139179241107,Branch,Tablet,Withdrawal,4,733,6,0.0
957203508,452.73,41.432279061732075,Online,Mobile,Purchase,6,842,40,0.0
271788668,322.14,46.304730711666416,Online,Tablet,Transfer,6,3628,6,0.0
647686340,733.34,60.38378851019317,Branch,Mobile,Purchase,4,3123,5,0.0
955944254,324.82,39.758131756707954,Branch,Mobile,Deposit,3,3530,18,0.0
100146696,15.47,38.04116937964815,Branch,Mobile,Withdrawal,5,2593,5,0.0
061449319,986.8,44.61158143807262,ATM,Mobile,Withdrawal,3,1223,45,0.0
185609319,318.19,48.83770956878042,Online,Tablet,Transfer,6,3154,8,0.0
602979643,720.94,38.69930660959642,ATM,Tablet,Purchase,5,471,29,0.0
430879151,259.91,51.83849544753695,Online,Mobile,Transfer,6,1030,7,0.0
050491156,1243.23,49.15195461307832,ATM,Tablet,Transfer,4,140,42,1.0
761219689,369.45,46.96273971223335,Branch,Desktop,Withdrawal,9,3027,29,0.0
797997940,939.68,42.16234334413603,Branch,Tablet,Deposit,2,1785,30,0.0
175799781,959.94,68.03103467929867,ATM,Mobile,Purchase,2,690,37,1.0
960261093,425.53,57.04506539824723,Branch,Mobile,Purchase,7,2998,48,0.0
836770043,51.67,56.833289928110695,ATM,Mobile,Withdrawal,5,3542,37,0.0
816168831,479.22,57.542913298135744,ATM,Desktop,Deposit,4,3264,21,0.0
991289231,778.65,63.40450446023144,Branch,Mobile,Withdrawal,6,3122,8,0.0
586176052,789.03,40.542539393032186,ATM,Mobile,Withdrawal,6,933,21,0.0
221253223,383.51,77.59660038911078,ATM,Tablet,Transfer,9,262,36,0.0
924908402,620.76,40.04184605209771,ATM,Mobile,Transfer,3,2027,19,0.0
169604732,645.61,56.191542610051975,ATM,Mobile,Purchase,4,472,19,0.0
046795690,587.21,34.96919698240182,ATM,Tablet,Purchase,5,3541,11,0.0
285454167,269.64,44.51712703509399,Online,Mobile,Deposit,5,2241,2,0.0
914161274,936.79,51.94384301577336,ATM,Tablet,Transfer,4,2884,7,0.0
477194414,104.58,39.43442357239747,Branch,Mobile,Purchase,1,3563,45,0.0
909637595,997.15,48.1547464234415,Online,Mobile,Purchase,6,3633,26,0.0
153881495,868.36,52.41321934916781,Online,Tablet,Deposit,2,2129,31,0.0
204886846,34.16,56.897078052451945,Branch,Desktop,Deposit,3,752,38,0.0
927219063,455.29,32.68798696555075,Branch,Tablet,Deposit,6,2503,48,0.0
235420634,27.93,34.01875648116253,ATM,Mobile,Withdrawal,8,2150,44,0.0
516536926,899.07,59.2165011192446,ATM,Tablet,Purchase,2,3027,25,0.0
134339935,837.62,61.07080669286972,ATM,Mobile,Transfer,0,2835,1,0.0
335774046,276.3,39.08066099604687,ATM,Mobile,Withdrawal,7,1349,26,0.0
060136825,139.56,39.57955587756897,Branch,Desktop,Withdrawal,5,3381,41,0.0
398623630,444.23,53.8632331781156,Branch,Tablet,Transfer,7,1685,32,0.0
934756969,985.79,48.99845923520047,Online,Desktop,Deposit,6,3583,46,0.0
276270320,34.07,60.29960817581161,Branch,Tablet,Withdrawal,6,1894,30,0.0
650209180,623.39,42.70397530192591,Online,Tablet,Purchase,7,1900,37,0.0
722425451,597.66,44.759116020654076,Online,Desktop,Purchase,5,104,26,0.0
638588821,680.45,65.1880712243989,Branch,Mobile,Purchase,5,143,87,1.0
411950894,746.07,59.2427013953783,Online,Desktop,Purchase,3,1396,9,0.0
601996824,28.05,62.571492168625724,Online,Tablet,Transfer,9,1991,27,0.0
231800562,797.31,47.37109170791732,Branch,Desktop,Purchase,3,3036,29,0.0
058620438,636.3,52.806364044901365,Branch,Desktop,Withdrawal,4,1808,36,0.0
665699453,193.28,40.78140186874687,ATM,Mobile,Deposit,7,1646,25,0.0
894875514,618.86,51.68460976269614,Branch,Tablet,Purchase,5,1560,7,0.0
826966466,97.82,42.55097355193551,Online,Tablet,Deposit,3,2642,32,0.0
068742189,282.06,38.93706487588366,Branch,Desktop,Withdrawal,4,767,38,0.0
156134113,507.69,35.324747342475604,Branch,Desktop,Withdrawal,4,2249,1,0.0
714924142,878.69,47.45044206446302,Online,Desktop,Deposit,2,2136,47,0.0
061354535,814.77,24.697124772536704,Online,Tablet,Deposit,3,1369,32,0.0
692813305,160.5,37.06858456241352,Branch,Desktop,Transfer,2,596,18,0.0
095346786,896.25,62.38946352939438,Online,Desktop,Withdrawal,9,1476,40,0.0
313458381,540.74,65.98647170504717,Online,Tablet,Withdrawal,4,485,1,0.0
220806853,819.05,39.841781810216034,Branch,Mobile,Withdrawal,1,929,3,0.0
737418897,465.2,31.30183660467836,ATM,Tablet,Purchase,4,3088,9,0.0
658090441,310.24,60.487071264165635,Online,Mobile,Purchase,5,651,23,0.0
367371553,38.49,43.4623366135118,Branch,Tablet,Transfer,8,1837,7,0.0
922553010,624.11,63.74438093170817,Branch,Tablet,Deposit,8,1693,11,0.0
667137127,655.44,53.23079273116029,Online,Mobile,Transfer,4,2332,37,0.0
198986924,326.12,52.67126651011483,ATM,Tablet,Withdrawal,3,3512,30,0.0
381691117,873.4,54.62172666081943,ATM,Mobile,Deposit,7,268,22,0.0
695007305,500.54,40.428490851049574,Online,Desktop,Transfer,6,2126,32,0.0
932162181,604.02,54.63206292099123,ATM,Desktop,Withdrawal,2,914,3,0.0
271592550,120.92,50.88657590961437,Online,Desktop,Deposit,4,894,24,0.0
755252603,170.48,79.3312193649463,Branch,Tablet,Purchase,4,169,24,1.0
981773939,408.95,66.3185689908911,Online,Tablet,Deposit,8,406,26,0.0
215340827,866.08,40.80615408413577,Online,Mobile,Deposit,13,1691,45,0.0
946350587,478.74,39.32197078420807,Online,Mobile,Deposit,3,273,14,0.0
266639741,1138.98,53.16193208761932,Online,Desktop,Purchase,7,663,44,1.0
616202164,791.72,42.8084668075758,ATM,Mobile,Withdrawal,8,142,46,0.0
196382662,1255.71,80.75032183233188,Online,Tablet,Withdrawal,7,431,68,1.0
724792078,505.31,35.86902867926015,Online,Tablet,Withdrawal,4,575,99,1.0
871755645,329.97,32.31560634437149,Branch,Tablet,Transfer,7,730,34,0.0
401284863,725.23,41.536433450091266,Branch,Desktop,Purchase,4,1394,41,0.0
657617622,1352.37,52.78505353597012,ATM,Tablet,Desposit,2,13,43,1.0
884073016,272.94,67.447251604152,ATM,Mobile,Purchase,5,527,71,1.0
016227170,535.86,48.832340842047536,Online,Desktop,Purchase,1,3077,14,0.0
328496013,874.69,65.73019725214857,ATM,Tablet,Purchase,4,2084,8,0.0
223676739,512.16,53.6873314731752,Branch,Desktop,Withdrawal,4,2291,11,0.0
395221447,250.05,55.054701591666266,ATM,Tablet,Transfer,2,564,38,0.0
479975499,125.2,34.85529690819233,ATM,Desktop,Purchase,8,439,12,0.0
569399738,136.21,47.659801408930186,Online,Tablet,Purchase,2,1401,14,0.0
412543291,186.76,43.22435347664345,ATM,Desktop,Transfer,2,2622,36,0.0
569881918,531.77,50.72680524329341,ATM,Mobile,Withdrawal,4,2473,19,0.0
120248039,558.26,47.11451304124295,Online,Tablet,Transfer,3,2599,22,0.0
291331689,620.97,49.685608296252234,Branch,Tablet,Withdrawal,5,1046,20,0.0
855542360,172.02,55.4711911517521,Branch,Mobile,Purchase,3,1553,2,0.0
287553125,94.8,40.48081539977764,Branch,Mobile,Withdrawal,4,3407,5,0.0
695711370,267.22,43.97179344216038,Online,Tablet,Purchase,3,3290,21,0.0
931696040,433.27,51.84551303197037,Branch,Desktop,Deposit,5,350,30,0.0
818454293,553.73,53.319803305690144,ATM,Tablet,Transfer,2,2114,45,0.0
236068858,265.32,62.038844371688164,Branch,Tablet,Deposit,3,3583,14,0.0
608820523,847.99,37.42422141085384,Branch,Desktop,Withdrawal,4,2079,2,0.0
176840252,1176.69,62.69131765741809,Online,Mobile,Withdrawal,6,421,90,1.0
911380271,443.23,57.760279138434754,Branch,Tablet,Withdrawal,7,3518,28,0.0
375027217,769.52,49.328217099506446,Online,Mobile,Purchase,2,1870,38,0.0
658127776,26.42,55.15939217704099,Online,Mobile,Purchase,8,1671,13,0.0
302837945,503.9,30.37374308327421,ATM,Tablet,Withdrawal,8,2704,4,0.0
049070792,128.67,45.11150578213726,Online,Mobile,Purchase,6,3040,44,0.0
753295750,373.86,31.820207746128453,Online,Desktop,Withdrawal,3,1685,38,0.0
059518608,1531.94,81.12876438720208,Branch,Mobile,Withdrawal,4,484,78,1.0
686630637,827.56,23.64252260983122,Online,Desktop,Deposit,7,1442,3,0.0
103696042,874.94,44.19946758629957,Online,Desktop,Transfer,7,2241,11,0.0
775961813,14.89,49.51102816525894,Branch,Mobile,Deposit,4,2925,5,0.0
838831488,850.73,81.93107567844861,ATM,Desktop,Withdrawal,5,1480,36,0.0
820061627,136.77,59.53125045376087,Branch,Desktop,Purchase,8,1128,22,0.0
602076161,42.87,53.35058029084117,Online,Desktop,Transfer,3,3583,29,0.0
172458533,87.67,68.99881934895215,ATM,Mobile,Withdrawal,6,320,5,0.0
313011934,130.91,60.121770577262396,Branch,Desktop,Desposit,4,300,97,1.0
033517578,414.37,46.86470313827602,ATM,Mobile,Transfer,2,337,36,0.0
985755978,100.67,40.7048913980759,ATM,Desktop,Deposit,3,760,39,0.0
471702172,514.33,54.912076654119964,ATM,Mobile,Purchase,4,980,42,0.0
109814343,796.86,62.748750412787224,ATM,Mobile,Withdrawal,6,1589,46,0.0
917869288,398.57,55.972282182533846,ATM,Tablet,Deposit,7,2281,36,0.0
864311836,684.69,66.42672953255963,Online,Tablet,Deposit,5,1689,11,0.0
413508166,903.53,42.03974143196511,Online,Mobile,Transfer,7,1683,12,0.0
936274849,365.64,45.08846252857895,Branch,Tablet,Withdrawal,4,2782,2,0.0
949130450,374.11,59.13584626233249,Branch,Mobile,Withdrawal,4,916,24,0.0
107198570,551.24,53.996879517526416,Online,Mobile,Withdrawal,8,1789,11,0.0
545512193,133.93,59.02277173786647,Branch,Desktop,Deposit,4,1735,22,0.0
250153713,801.92,32.741932712094034,Branch,Mobile,Purchase,7,1671,18,0.0
016433681,284.11,40.600968988911355,Branch,Mobile,Purchase,7,3184,8,0.0
792986865,739.51,31.79396699451483,Branch,Tablet,Deposit,6,908,2,0.0
711425097,169.61,59.553052085705104,ATM,Desktop,Deposit,6,3147,29,0.0
624557604,39.67,40.75534011870445,Branch,Desktop,Deposit,3,2045,13,0.0
409754629,24.25,53.67287313401341,ATM,Mobile,Deposit,8,3077,27,0.0
720429983,675.41,41.22017413243439,ATM,Desktop,Purchase,9,1589,43,0.0
118238565,106.7,44.16922561431062,Branch,Mobile,Purchase,9,1404,33,0.0
047279525,1481.41,42.89167108617049,ATM,Tablet,Purchase,4,467,79,1.0
888203044,292.24,44.17241342388418,Branch,Tablet,Withdrawal,10,1325,32,0.0
779946350,276.55,60.6020990749888,ATM,Mobile,Transfer,7,1633,43,0.0
730999849,959.98,20.930117806783585,ATM,Desktop,Purchase,3,2465,24,0.0
301266468,222.79,62.35811620006939,Branch,Tablet,Deposit,2,697,25,0.0
797196848,121.86,91.83872962740286,ATM,Desktop,Transfer,4,269,73,1.0
728268169,364.88,42.151016869177596,ATM,Mobile,Transfer,4,2284,13,0.0
070969077,996.91,34.357583882889486,Online,Tablet,Transfer,5,2034,40,0.0
971363751,289.04,36.79977488779294,Branch,Mobile,Deposit,2,3444,1,0.0
067948707,590.97,46.72105283487082,Online,Desktop,Purchase,6,2249,47,0.0
316123476,594.02,52.85554074857657,Branch,Desktop,Deposit,7,1578,1,0.0
510059274,280.67,52.39246864111149,Branch,Desktop,Withdrawal,4,1812,25,0.0
975289026,244.88,34.36809191303343,ATM,Tablet,Transfer,8,315,48,0.0
401284724,667.17,51.83834516322504,Branch,Desktop,Withdrawal,5,302,5,0.0
117432083,376.77,56.35418030209226,Online,Tablet,Purchase,1,2111,18,0.0
439580456,459.83,37.62573361777427,Online,Tablet,Withdrawal,5,2377,24,0.0
517769714,376.46,39.32467085745727,ATM,Tablet,Purchase,3,1407,27,0.0
404291717,493.36,53.131844738649804,Online,Mobile,Withdrawal,6,2316,46,0.0
340601535,635.52,45.1693894831656,Online,Desktop,Deposit,9,1254,3,0.0
252333475,739.98,45.40909689781008,Branch,Mobile,Deposit,5,1274,31,0.0
922759895,435.03,47.079213546016874,ATM,Mobile,Desposit,7,243,46,1.0
052693876,698.08,37.90523064581195,Branch,Mobile,Purchase,3,3551,2,0.0
792189323,236.51,48.298153774750716,Branch,Desktop,Transfer,3,805,38,0.0
415464841,380.79,36.52873710470303,Online,Tablet,Withdrawal,6,782,28,0.0
637547907,486.53,28.727725796485046,Online,Tablet,Withdrawal,4,3222,25,0.0
251703331,823.04,39.84905808172131,Branch,Mobile,Deposit,8,3228,33,0.0
150724597,614.23,52.147131831705266,Branch,Desktop,Transfer,7,1004,17,0.0
970694327,619.7,63.814540786904864,ATM,Tablet,Transfer,6,1673,25,0.0
908211652,901.02,67.47363197915558,Branch,Mobile,Deposit,2,2725,18,0.0
107481810,968.96,81.24644259275289,Online,Mobile,Transfer,8,554,63,1.0
938759675,541.6,36.7754204325643,ATM,Mobile,Purchase,4,353,48,0.0
743167489,501.4,61.17398815902461,Online,Desktop,Deposit,4,3618,47,0.0
289411959,499.48,40.12820472848816,ATM,Desktop,Transfer,6,1058,46,0.0
861037416,441.23,40.90316583018166,Branch,Desktop,Withdrawal,3,3385,2,0.0
148523155,404.68,30.488981359613753,ATM,Tablet,Withdrawal,4,1709,7,0.0
656723885,950.03,20.596113653357197,ATM,Tablet,Deposit,3,1019,30,0.0
639960016,40.35,44.690291021880356,Online,Mobile,Transfer,3,642,6,0.0
893535013,414.86,28.273304539859637,Online,Desktop,Purchase,0,1507,17,0.0
599955822,644.56,52.34024454353148,ATM,Desktop,Purchase,7,1963,47,0.0
746513717,596.43,45.483405238403776,ATM,Tablet,Purchase,7,700,39,0.0
198486647,897.82,58.00409525227683,ATM,Desktop,Withdrawal,6,3495,44,0.0
337305748,40.82,45.205070326007565,Online,Tablet,Transfer,5,3036,16,0.0
791739697,290.94,43.41883510924743,ATM,Desktop,Transfer,4,2152,42,0.0
006187941,369.99,45.33963498131758,ATM,Mobile,Transfer,6,1436,4,0.0
574856913,897.8,48.65720837813696,Online,Desktop,Withdrawal,2,1865,18,0.0
086797282,49.71,47.033925409302014,Branch,Tablet,Withdrawal,2,1013,2,0.0
630377875,1754.63,84.64072056666565,ATM,Mobile,Transfer,2,538,48,1.0
710078574,164.46,39.5308901731806,ATM,Mobile,Transfer,8,1789,15,0.0
000095324,148.1,52.68592278863257,Branch,Mobile,Withdrawal,8,82,31,0.0
263987300,763.42,76.20793091029975,Branch,Tablet,Transfer,3,790,9,0.0
032900326,874.84,33.924401356310256,ATM,Mobile,Purchase,10,1175,3,0.0
905706082,431.18,48.52219681182528,ATM,Mobile,Transfer,3,3432,12,0.0
562248871,529.27,59.26215402241593,ATM,Tablet,Withdrawal,4,1879,12,0.0
139454302,577.7,58.950383140761154,Branch,Desktop,Purchase,6,1044,8,0.0
882340224,466.89,78.84367242805375,ATM,Desktop,Withdrawal,4,513,51,1.0
017966116,28.21,34.821262533191906,Online,Mobile,Withdrawal,10,3390,25,0.0
471004233,790.71,43.83638591960523,Online,Tablet,Purchase,7,544,39,0.0
801533201,431.24,54.63288530118106,Branch,Desktop,Withdrawal,1,2089,23,0.0
015835681,687.39,48.32878286213589,Branch,Mobile,Transfer,6,2435,46,0.0
311866420,1706.39,106.67217316855834,Online,Desktop,Desposit,0,416,59,1.0
743616835,855.84,44.835703561124284,Branch,Desktop,Deposit,5,3597,16,0.0
982161591,63.31,78.42578043597204,Online,Mobile,Desposit,1,152,37,1.0
364733337,359.89,59.32191564260385,ATM,Desktop,Withdrawal,3,3095,42,0.0
651196800,184.62,60.07513689836922,Branch,Tablet,Transfer,1,1406,48,0.0
867562096,607.41,51.41257140087463,Branch,Desktop,Deposit,7,2194,15,0.0
837699467,249.62,52.60442263333556,Branch,Mobile,Withdrawal,6,3400,26,0.0
311513428,277.05,59.15390275560162,Branch,Mobile,Withdrawal,7,1858,28,0.0
733101273,1218.78,49.93603070193845,Online,Mobile,Transfer,2,663,67,1.0
509129468,807.93,56.40479795200824,Branch,Tablet,Withdrawal,7,1775,16,0.0
327678294,183.62,56.934789119139936,ATM,Mobile,Transfer,6,1653,21,0.0
668074767,451.55,35.5035478030147,Online,Desktop,Deposit,3,1843,12,0.0
943824494,984.99,64.84116028535965,Online,Tablet,Withdrawal,2,328,38,0.0
215036479,818.43,55.91814133741378,Branch,Desktop,Purchase,7,1521,12,0.0
815593692,130.17,42.44208499841637,Online,Tablet,Deposit,1,362,5,0.0
087064869,807.61,39.959454031579895,Branch,Tablet,Withdrawal,3,1959,21,0.0
029799701,638.74,50.700521631131814,ATM,Tablet,Deposit,7,1133,29,0.0
248943736,343.53,44.942532957380635,Online,Mobile,Deposit,6,1630,43,0.0
442573032,416.92,65.2100622715938,Online,Tablet,Transfer,8,182,21,0.0
812525980,409.45,62.619215007139914,ATM,Mobile,Deposit,6,1924,30,0.0
364194050,426.66,80.28099838497003,Online,Mobile,Desposit,4,431,28,1.0
317048183,128.56,43.05286868910942,ATM,Mobile,Withdrawal,2,1439,34,0.0
387143994,784.21,57.14609790636618,Branch,Mobile,Withdrawal,4,3452,23,0.0
063950024,419.99,54.430021304473755,Branch,Tablet,Withdrawal,3,1111,5,0.0
967462458,275.38,48.168033812796125,Branch,Mobile,Transfer,2,3081,17,0.0
101159972,760.27,58.08057798281145,Online,Tablet,Transfer,2,2625,5,0.0
683502310,335.38,58.96839315865532,Online,Tablet,Purchase,2,220,22,0.0
263032842,151.07,39.91445315923792,Online,Desktop,Transfer,4,3288,44,0.0
590482932,31.06,52.634872153310596,ATM,Mobile,Purchase,4,3608,11,0.0
553209440,256.8,44.488142836714665,Online,Tablet,Purchase,6,2873,15,0.0
521216430,562.82,41.33825151785499,Online,Tablet,Deposit,6,2741,24,0.0
818445820,27.7,47.906861804206386,Branch,Tablet,Transfer,5,2029,28,0.0
110936217,416.29,59.653974845911705,Online,Desktop,Withdrawal,6,3075,10,0.0
575260872,470.94,40.96298139269872,Online,Tablet,Withdrawal,8,398,46,0.0
763213605,688.71,40.9224381985308,Branch,Desktop,Purchase,6,572,6,0.0
443934590,941.05,40.44877420650647,ATM,Mobile,Deposit,4,2166,47,0.0
864069290,21.99,31.199899660922362,ATM,Desktop,Deposit,4,905,19,0.0
965434147,100.57,55.48883835317365,Branch,Tablet,Purchase,11,2066,39,0.0
126838481,46.52,67.72251596669744,Online,Mobile,Transfer,4,148,49,0.0
024314906,548.12,52.439531979085004,Online,Desktop,Deposit,6,2844,31,0.0
760780523,1317.44,86.67259186080838,Online,Mobile,Withdrawal,3,510,31,1.0
502417917,402.28,46.686916168166775,Online,Mobile,Deposit,6,2605,5,0.0
618877510,668.39,41.372242359568794,Branch,Tablet,Deposit,2,1433,35,0.0
498980372,699.33,39.80335661307885,Branch,Desktop,Withdrawal,6,3062,19,0.0
060296384,611.02,59.113627221747215,Branch,Tablet,Deposit,4,723,22,0.0
770162210,359.82,50.064222698109376,ATM,Mobile,Purchase,5,1550,40,0.0
017298795,869.91,32.51468026761819,Online,Mobile,Purchase,5,2492,8,0.0
331473521,951.35,42.65826201221504,Online,Mobile,Deposit,6,614,35,0.0
349630832,19.11,63.74876419148185,Branch,Tablet,Transfer,5,3096,28,0.0
022774106,951.1,34.188092979678665,Online,Desktop,Deposit,5,360,17,0.0
048848247,683.43,68.29620201716088,Online,Desktop,Withdrawal,3,2669,6,0.0
955583342,878.6,63.17115067339866,ATM,Mobile,Withdrawal,6,2328,43,0.0
118192302,590.08,65.10438106550771,ATM,Mobile,Withdrawal,4,205,79,1.0
129455969,654.91,50.07063158628176,Branch,Tablet,Transfer,4,2007,2,0.0
152535338,365.24,54.38475738809727,Branch,Mobile,Transfer,8,1551,17,0.0
747455093,969.41,47.202398315041656,ATM,Mobile,Transfer,7,1772,10,0.0
473106274,67.58,38.38216156087636,Branch,Tablet,Purchase,5,1224,11,0.0
183072572,986.77,51.085597057765234,Online,Tablet,Withdrawal,6,3162,48,0.0
726957988,891.62,45.90717561886896,ATM,Tablet,Deposit,9,2470,39,0.0
754511920,284.61,45.26160652929084,ATM,Tablet,Purchase,7,235,7,0.0
008791169,429.98,59.69457200526737,Online,Mobile,Withdrawal,5,1161,41,0.0
617029449,830.45,62.897527540827454,Online,Desktop,Deposit,3,1735,22,0.0
557721401,686.42,39.02697472367156,ATM,Desktop,Withdrawal,3,351,29,0.0
803361468,887.74,49.62429355020519,ATM,Mobile,Transfer,5,1761,15,0.0
797717568,586.35,47.97019362604343,Branch,Tablet,Transfer,2,184,11,0.0
235731398,709.71,41.515713658091855,ATM,Desktop,Withdrawal,4,3189,31,0.0
439956069,1701.58,85.48309515411692,Online,Mobile,Desposit,3,633,95,1.0
427935453,479.47,61.69589992427774,Branch,Tablet,Withdrawal,3,981,25,0.0
888624756,658.69,51.75211418908512,Branch,Desktop,Transfer,7,2923,15,0.0
583343702,909.37,46.42554577189573,Branch,Desktop,Withdrawal,5,100,49,0.0
934860625,102.17,51.76441555277225,Online,Tablet,Purchase,5,3159,47,0.0
148109706,344.62,65.21316051922452,Branch,Mobile,Withdrawal,3,1406,43,0.0
394665033,753.36,52.131966282376894,Branch,Mobile,Withdrawal,4,1009,31,0.0
568664396,287.13,45.645136294301565,ATM,Mobile,Withdrawal,5,2766,30,0.0
262137830,873.07,44.07644044347946,Online,Tablet,Deposit,3,1567,27,0.0
982917751,869.46,52.95624488747095,ATM,Desktop,Purchase,3,2145,15,0.0
395133394,950.56,55.08725023229934,ATM,Desktop,Deposit,3,1929,31,0.0
592283404,510.83,45.707555797013384,Branch,Desktop,Withdrawal,7,2211,7,0.0
769328769,164.43,55.36652752527286,ATM,Desktop,Withdrawal,6,2871,11,0.0
317491357,700.17,71.97917188327638,ATM,Tablet,Desposit,3,298,63,1.0
610564522,815.83,48.60602799336766,ATM,Mobile,Purchase,5,1583,36,0.0
401535450,796.08,66.61470165728018,Branch,Desktop,Purchase,5,1985,28,0.0
779994362,532.42,38.94295331514064,Branch,Tablet,Transfer,2,1265,47,0.0
838429671,147.44,57.25095786847997,Online,Mobile,Purchase,5,151,35,0.0
394873432,223.52,62.179591523055585,Online,Desktop,Deposit,4,506,34,0.0
737077480,15.7,48.12670981593625,Online,Mobile,Transfer,5,1632,30,0.0
507059106,429.5,43.914102767603,Branch,Tablet,Transfer,2,3458,45,0.0
008227890,35.55,49.05541285557997,ATM,Desktop,Deposit,6,1024,8,0.0
933349549,1769.01,53.87230712518577,ATM,Desktop,Purchase,5,89,7,1.0
996459044,753.11,50.824397529345035,Branch,Tablet,Withdrawal,4,598,9,0.0
991209406,570.07,50.54934110999849,Online,Tablet,Purchase,7,1977,43,0.0
963377231,843.41,57.84604287898024,ATM,Mobile,Deposit,12,1225,15,0.0
343625629,193.01,43.48643106208171,Online,Mobile,Transfer,6,3305,36,0.0
558238064,854.48,54.28307097207649,Branch,Tablet,Transfer,5,2898,33,0.0
203150491,946.65,61.92507512477975,Branch,Tablet,Withdrawal,6,1712,28,0.0
009324807,863.42,47.70609255931972,Branch,Tablet,Purchase,11,3028,37,0.0
777117354,122.11,54.72406277880377,ATM,Mobile,Withdrawal,4,2202,32,0.0
162009559,36.83,39.12754061137197,Branch,Desktop,Deposit,6,1080,32,0.0
164460247,437.34,58.25098264667635,ATM,Desktop,Purchase,4,2904,34,0.0
707900341,872.26,60.90980425185967,Online,Mobile,Deposit,2,355,25,0.0
105746838,950.73,49.16562030209639,Branch,Mobile,Purchase,6,2330,33,0.0
818579124,404.52,48.955507814625285,Branch,Mobile,Purchase,2,2973,37,0.0
090437287,250.74,54.62060893251896,ATM,Desktop,Withdrawal,6,2115,45,0.0
967326120,489.68,37.60741605146528,Branch,Tablet,Withdrawal,11,1764,12,0.0
717552525,217.81,48.10879609222967,Branch,Desktop,Transfer,7,683,5,0.0
926256147,1590.74,112.99179516089045,Branch,Mobile,Withdrawal,8,77,57,1.0
817833896,891.36,52.80161158819607,Online,Mobile,Deposit,6,2903,9,0.0
